country_code,date_start,date_end,country_name,indicator_code,indicator_name,year,indicator_type,indicator_value
AND,1977-01-01,1977-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1977,USD,26.0672406234
AND,1978-01-01,1978-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1978,USD,31.1556190514
AND,1979-01-01,1979-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1979,USD,41.609958313
AND,1980-01-01,1980-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1980,USD,44.1561128782
AND,1981-01-01,1981-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1981,USD,38.5296328182
AND,1982-01-01,1982-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1982,USD,36.7767830637
AND,1983-01-01,1983-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1983,USD,31.5165906699
AND,1984-01-01,1984-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1984,USD,31.173939799
AND,1985-01-01,1985-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1985,USD,32.0053525078
AND,1986-01-01,1986-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1986,USD,43.0878325598
AND,1987-01-01,1987-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1987,USD,51.7748843164
AND,1988-01-01,1988-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1988,USD,58.1402837429
AND,1989-01-01,1989-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1989,USD,61.1570402908
AND,1990-01-01,1990-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1990,USD,76.2260611055
AND,1991-01-01,1991-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1991,USD,79.9610830075
AND,1992-01-01,1992-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1992,USD,86.6043398256
AND,1993-01-01,1993-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1993,USD,72.8330644425
AND,1994-01-01,1994-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1994,USD,71.8761317899
AND,1995-01-01,1995-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1995,USD,81.0284796093
AND,1996-01-01,1996-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1996,USD,81.9603859052
AND,1997-01-01,1997-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1997,USD,72.4832925501
AND,1998-01-01,1998-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1998,USD,72.1018737468
AND,1999-01-01,1999-12-31,Andorra,22028,Value Added Deflator (Manufacturing),1999,USD,70.8564303238
AND,2000-01-01,2000-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2000,USD,63.8004208015
AND,2001-01-01,2001-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2001,USD,63.8764308592
AND,2002-01-01,2002-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2002,USD,69.3566476179
AND,2003-01-01,2003-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2003,USD,85.8168079374
AND,2004-01-01,2004-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2004,USD,97.2849397175
AND,2005-01-01,2005-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2005,USD,100.7450061071
AND,2006-01-01,2006-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2006,USD,105.1401072029
AND,2007-01-01,2007-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2007,USD,118.3936311688
AND,2008-01-01,2008-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2008,USD,129.5937468688
AND,2009-01-01,2009-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2009,USD,123.0643536062
AND,2010-01-01,2010-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2010,USD,117.7662729841
AND,2011-01-01,2011-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2011,USD,123.8524961513
AND,2012-01-01,2012-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2012,USD,114.6727553899
AND,2013-01-01,2013-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2013,USD,119.0313340709
AND,2014-01-01,2014-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2014,USD,118.8413573703
AND,2015-01-01,2015-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2015,USD,100.0
AND,2016-01-01,2016-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2016,USD,100.0842069333
AND,2017-01-01,2017-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2017,USD,103.3746993479
AND,2018-01-01,2018-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2018,USD,109.1606828975
AND,2019-01-01,2019-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2019,USD,104.901947297
AND,2020-01-01,2020-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2020,USD,108.2282259518
AND,2021-01-01,2021-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2021,USD,114.9270778215
AND,2022-01-01,2022-12-31,Andorra,22028,Value Added Deflator (Manufacturing),2022,USD,106.5183902488
