Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,
AND,2001-01-01,2001-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2001,2001,USD,63.8764306884,E
AND,2002-01-01,2002-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2002,2002,USD,69.3566475816,E
AND,2003-01-01,2003-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2003,2003,USD,85.8168081192,E
AND,2004-01-01,2004-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2004,2004,USD,97.2849398513,E
AND,2005-01-01,2005-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2005,2005,USD,100.7450061548,E
AND,2006-01-01,2006-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2006,2006,USD,105.1401068210,E
AND,2007-01-01,2007-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2007,2007,USD,118.3936308586,E
AND,2008-01-01,2008-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2008,2008,USD,129.5937470160,E
AND,2009-01-01,2009-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2009,2009,USD,123.0643530289,E
AND,2010-01-01,2010-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2010,2010,USD,117.7662727499,E
AND,2011-01-01,2011-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2011,2011,USD,123.8524962231,E
AND,2012-01-01,2012-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2012,2012,USD,114.6727545725,E
AND,2013-01-01,2013-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2013,2013,USD,119.0313335330,E
AND,2014-01-01,2014-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2014,2014,USD,118.8413574353,E
AND,2015-01-01,2015-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,E
AND,2016-01-01,2016-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2016,2016,USD,100.0842069175,E
AND,2017-01-01,2017-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2017,2017,USD,103.3746989266,E
AND,2018-01-01,2018-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2018,2018,USD,109.1606824856,E
AND,2019-01-01,2019-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2019,2019,USD,104.9006917053,E
AND,2020-01-01,2020-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2020,2020,USD,108.2214051958,E
AND,2021-01-01,2021-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2021,2021,USD,114.9303724258,E
AND,2022-01-01,2022-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2022,2022,USD,106.5185919168,E
AND,2023-01-01,2023-12-31,6,'020,Andorra,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2023,2023,USD,111.0617346522,E
AND,1970-01-01,1970-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1970,1970,SLC,5.1810746736,E
AND,1971-01-01,1971-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1971,1971,SLC,5.5875839034,E
AND,1972-01-01,1972-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1972,1972,SLC,6.0635306459,E
AND,1973-01-01,1973-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1973,1973,SLC,6.7820333551,E
AND,1974-01-01,1974-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1974,1974,SLC,7.8634356311,E
AND,1975-01-01,1975-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1975,1975,SLC,9.1830606598,E
AND,1976-01-01,1976-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1976,1976,SLC,10.6973406990,E
AND,1977-01-01,1977-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1977,1977,SLC,13.1987075423,E
AND,1978-01-01,1978-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1978,1978,SLC,15.9217382021,E
AND,1979-01-01,1979-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1979,1979,SLC,18.6175487493,E
AND,1980-01-01,1980-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1980,1980,SLC,21.1038910522,E
AND,1981-01-01,1981-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1981,1981,SLC,23.7104690064,E
AND,1982-01-01,1982-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1982,1982,SLC,26.9309053989,E
AND,1983-01-01,1983-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1983,1983,SLC,30.1314417551,E
AND,1984-01-01,1984-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1984,1984,SLC,33.4051429090,E
AND,1985-01-01,1985-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1985,1985,SLC,36.2764687762,E
AND,1986-01-01,1986-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1986,1986,SLC,40.2229211949,E
AND,1987-01-01,1987-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1987,1987,SLC,42.6138537141,E
AND,1988-01-01,1988-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1988,1988,SLC,45.1434636354,E
AND,1989-01-01,1989-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1989,1989,SLC,48.2566432070,E
AND,1990-01-01,1990-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1990,1990,SLC,51.7920471928,E
AND,1991-01-01,1991-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1991,1991,SLC,55.3839038021,E
AND,1992-01-01,1992-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1992,1992,SLC,59.1005824186,E
AND,1993-01-01,1993-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1993,1993,SLC,61.7821245633,E
AND,1994-01-01,1994-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1994,1994,SLC,64.1791687204,E
AND,1995-01-01,1995-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1995,1995,SLC,67.3452174586,E
AND,1996-01-01,1996-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1996,1996,SLC,69.1974039106,E
AND,1997-01-01,1997-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1997,1997,SLC,70.7392288995,E
AND,1998-01-01,1998-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1998,1998,SLC,71.8000109431,E
AND,1999-01-01,1999-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1999,1999,SLC,73.7615578335,E
AND,2000-01-01,2000-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2000,2000,SLC,76.8017974777,E
AND,2001-01-01,2001-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2001,2001,SLC,79.1680104304,E
AND,2002-01-01,2002-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2002,2002,SLC,81.7327006812,E
AND,2003-01-01,2003-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2003,2003,SLC,84.3296889123,E
AND,2004-01-01,2004-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2004,2004,SLC,86.8952509809,E
AND,2005-01-01,2005-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2005,2005,SLC,89.8466908113,E
AND,2006-01-01,2006-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2006,2006,SLC,92.9525203202,E
AND,2007-01-01,2007-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2007,2007,SLC,95.9374078381,E
AND,2008-01-01,2008-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2008,2008,SLC,98.1195504142,E
AND,2009-01-01,2009-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2009,2009,SLC,98.2489623404,E
AND,2010-01-01,2010-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2010,2010,SLC,98.6169171185,E
AND,2011-01-01,2011-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2011,2011,SLC,98.8111323692,E
AND,2012-01-01,2012-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2012,2012,SLC,98.9831747679,E
AND,2013-01-01,2013-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2013,2013,SLC,99.4273275154,E
AND,2014-01-01,2014-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2014,2014,SLC,99.3439739454,E
AND,2015-01-01,2015-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2015,2015,SLC,100.0000000000,E
AND,2016-01-01,2016-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2016,2016,SLC,100.3479560917,E
AND,2017-01-01,2017-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2017,2017,SLC,101.4883194476,E
AND,2018-01-01,2018-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2018,2018,SLC,102.5157873535,E
AND,2019-01-01,2019-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2019,2019,SLC,103.9075242601,E
AND,2020-01-01,2020-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2020,2020,SLC,105.0726520992,E
AND,2021-01-01,2021-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,107.7721426112,E
AND,2022-01-01,2022-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,112.3256734283,E
AND,2023-01-01,2023-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2023,2023,SLC,113.4716834082,E
AND,1970-01-01,1970-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1970,1970,USD,11.1040368920,E
AND,1971-01-01,1971-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1971,1971,USD,12.0668573489,E
AND,1972-01-01,1972-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1972,1972,USD,14.1535958038,E
AND,1973-01-01,1973-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1973,1973,USD,17.4641681661,E
AND,1974-01-01,1974-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1974,1974,USD,20.4501845179,E
AND,1975-01-01,1975-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1975,1975,USD,23.9984015804,E
AND,1976-01-01,1976-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1976,1976,USD,23.9877691742,E
AND,1977-01-01,1977-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1977,1977,USD,26.0672401348,E
AND,1978-01-01,1978-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1978,1978,USD,31.1556182147,E
AND,1979-01-01,1979-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1979,1979,USD,41.6099587961,E
AND,1980-01-01,1980-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1980,1980,USD,44.1561150222,E
AND,1981-01-01,1981-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1981,1981,USD,38.5296274047,E
AND,1982-01-01,1982-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1982,1982,USD,36.7767831260,E
AND,1983-01-01,1983-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1983,1983,USD,31.5165921274,E
AND,1984-01-01,1984-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1984,1984,USD,31.1739417631,E
AND,1985-01-01,1985-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1985,1985,USD,32.0053488164,E
AND,1986-01-01,1986-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1986,1986,USD,43.0878294906,E
AND,1987-01-01,1987-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1987,1987,USD,51.7748842371,E
AND,1988-01-01,1988-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1988,1988,USD,58.1402805123,E
AND,1989-01-01,1989-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1989,1989,USD,61.1570344402,E
AND,1990-01-01,1990-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1990,1990,USD,76.2260562201,E
AND,1991-01-01,1991-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1991,1991,USD,79.9610865066,E
AND,1992-01-01,1992-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1992,1992,USD,86.6043305143,E
AND,1993-01-01,1993-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1993,1993,USD,72.8330643445,E
AND,1994-01-01,1994-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1994,1994,USD,71.8761263345,E
AND,1995-01-01,1995-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1995,1995,USD,81.0284819189,E
AND,1996-01-01,1996-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1996,1996,USD,81.9603819057,E
AND,1997-01-01,1997-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1997,1997,USD,72.4832908917,E
AND,1998-01-01,1998-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1998,1998,USD,72.1018766206,E
AND,1999-01-01,1999-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1999,1999,USD,70.8564212415,E
AND,2000-01-01,2000-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2000,2000,USD,63.8004199364,E
AND,2001-01-01,2001-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2001,2001,USD,63.8764271281,E
AND,2002-01-01,2002-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2002,2002,USD,69.3566480956,E
AND,2003-01-01,2003-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2003,2003,USD,85.8168032348,E
AND,2004-01-01,2004-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2004,2004,USD,97.2849351176,E
AND,2005-01-01,2005-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2005,2005,USD,100.7450056507,E
AND,2006-01-01,2006-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2006,2006,USD,105.1401075558,E
AND,2007-01-01,2007-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2007,2007,USD,118.3936268449,E
AND,2008-01-01,2008-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2008,2008,USD,129.5937442629,E
AND,2009-01-01,2009-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2009,2009,USD,123.0643530456,E
AND,2010-01-01,2010-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2010,2010,USD,117.7662692201,E
AND,2011-01-01,2011-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2011,2011,USD,123.8524950831,E
AND,2012-01-01,2012-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2012,2012,USD,114.6727487149,E
AND,2013-01-01,2013-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2013,2013,USD,119.0313323491,E
AND,2014-01-01,2014-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2014,2014,USD,118.8413580996,E
AND,2015-01-01,2015-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,E
AND,2016-01-01,2016-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2016,2016,USD,100.0842014818,E
AND,2017-01-01,2017-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2017,2017,USD,103.3746987304,E
AND,2018-01-01,2018-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2018,2018,USD,109.1606779098,E
AND,2019-01-01,2019-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2019,2019,USD,104.8826157527,E
AND,2020-01-01,2020-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2020,2020,USD,108.2113148626,E
AND,2021-01-01,2021-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2021,2021,USD,114.9312735961,E
AND,2022-01-01,2022-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2022,2022,USD,106.5073042261,E
AND,2023-01-01,2023-12-31,6,'020,Andorra,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2023,2023,USD,110.6275778277,E
AND,1970-01-01,1970-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1970,1970,SLC,5.1810755812,E
AND,1971-01-01,1971-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1971,1971,SLC,5.5875838642,E
AND,1972-01-01,1972-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1972,1972,SLC,6.0635301735,E
AND,1973-01-01,1973-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1973,1973,SLC,6.7820337948,E
AND,1974-01-01,1974-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1974,1974,SLC,7.8634365368,E
AND,1975-01-01,1975-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1975,1975,SLC,9.1830612887,E
AND,1976-01-01,1976-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1976,1976,SLC,10.6973409483,E
AND,1977-01-01,1977-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1977,1977,SLC,13.1987077897,E
AND,1978-01-01,1978-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1978,1978,SLC,15.9217386297,E
AND,1979-01-01,1979-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1979,1979,SLC,18.6175485332,E
AND,1980-01-01,1980-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1980,1980,SLC,21.1038900275,E
AND,1981-01-01,1981-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1981,1981,SLC,23.7104723377,E
AND,1982-01-01,1982-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1982,1982,SLC,26.9309053534,E
AND,1983-01-01,1983-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1983,1983,SLC,30.1314403617,E
AND,1984-01-01,1984-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1984,1984,SLC,33.4051408044,E
AND,1985-01-01,1985-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1985,1985,SLC,36.2764729602,E
AND,1986-01-01,1986-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1986,1986,SLC,40.2229240600,E
AND,1987-01-01,1987-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1987,1987,SLC,42.6138537794,E
AND,1988-01-01,1988-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1988,1988,SLC,45.1434661437,E
AND,1989-01-01,1989-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1989,1989,SLC,48.2566478234,E
AND,1990-01-01,1990-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1990,1990,SLC,51.7920505122,E
AND,1991-01-01,1991-12-31,6,'020,Andorra,22028,Value Added Deflator (Manufacturing),62250,"Value Standard Local Currency, 2015 prices",1991,1991,SLC,55.3839013785,E
